name,player_id,guild_name,guild_id,points_change,battles_change,points,battles
King Arthur aka Mäx,3301466,,,0,0,44077404,21932
chartbox,468830,Gestrandet,2850,0,0,44049451,85273
Graf von Eysselsberg,851932030,Eysselsberg Gilde,22597,65558,27,44027343,26680
Mykey der Schwarze,4890397,FGB Urlaubsgilde 🌴,23322,0,0,44010433,13994
Harbae,4368029,Kontinuum,24454,0,0,43756795,10785
Sina.slrrr,850474080,,,0,0,43751278,20518
Minny1000,5084699,Die freien Völker,267,15634,22,43749216,70511
Black Witchi,848956898,Woodys Bierstube,14569,0,0,43733296,36315
Mattschissel,5795449,,,0,0,43662257,15103
heavyhoffi,851197488,Die Tavernenhocker,4833,129831,125,43595080,42788
Samael Sascha der 1.,851276221,🌹Spielen zum Spaß🌷,6977,0,0,43559167,27039
Sir Nack,8264650,,,0,0,43552146,30016
Buwi2,2765703,,,0,0,43531000,13742
Tebu der göttliche,5236067,,,0,0,43517809,10262
Willi der Große 2,849874278,,,0,0,43515383,30557
Knarfus,8817386,,,0,0,43496711,41417
Müsli,8770839,,,0,0,43456710,32140
phylax,536811,Neu und keine Ahnung,24557,540572,89,43447385,14597
Ladana,9387818,,,0,0,43443745,33081
ottimann,7862060,Alla Hopp,10282,10009,4,43440323,14495
Manbird,1336074,Amnesia Haze,18754,0,0,43403743,21261
Akysha,850786864,Herz aus Gold,22417,0,0,43400143,46836
5ch0k0,8711351,Auf Eis,22267,0,0,43397645,33082
Seek,850959526,,,0,0,43390228,29193
Heinrich der Löwe60,7835900,,,0,0,43354173,27634
ZZ FR3AK,10415855,Monty`s Compañeros,9974,0,0,43335691,56156
RoyalOldEmpire,850188151,,,0,0,43307480,22827
Larry 15 der Löwe,5049175,Larry-O.,24029,0,0,43217881,31398
Sophokles 2701 der Falke,850500205,Stardust,6940,0,0,43101002,10943
Hans-Werner HH,8990468,,,0,0,43064979,44448
Amaltha,4011725,,,0,0,43033679,10908
Rogue2024,853134267,🇩🇪Blaues Licht🇩🇪,24050,152553,473,43032308,60852
Capha,852197711,Mayfair Witches,22860,0,0,43016506,27676
-Jolanda-,849621613,KEIN STRESS 🏖,14466,0,0,42941134,25069
Liz die Drölfte,9544178,,,0,0,42927460,43707
Mary Stewart 1542,10229040,,,0,0,42894943,26982
Porsti,8336800,Die selten spielen.,6781,246474,86,42883075,44267
Kleene die Herrscherin,5368176,,,0,0,42858439,10190
Fembot Bender Rudriguez,849847684,Musketierchen 3.0🪡,23135,0,0,42856992,28344
Menelaos von Sparta,7878978,,,0,0,42788312,31057
Carnardo,1777794,,,0,0,42755862,13218
SchopeReiter,10566156,,,0,0,42735094,11348
jubbb,3033011,DGO,1531,68027,46,42698907,22690
Mighty Mike der Stolze,8273748,Cree,22432,1057,18,42698436,56769
Bodo48,851994278,Die Tavernenhocker,4833,9414,70,42668474,34273
Lady Magdalena-Katharina,848908176,,,0,0,42665265,14457
Wilhelm Tell 1291,6795093,Cree,22432,17070,0,42608237,15644
OlliB,849181161,,,0,0,42607216,11034
luke1012,7787872,,,0,0,42566284,78842
ziege 1981,4705358,Lost Place🕊🕊,18646,0,0,42540284,26442
R0unde66,8109080,,,0,0,42478081,27984
Zar Christian,9392860,,,0,0,42421230,34776
Vortigern 1778 der Weise,9529649,Keine Verpflichtung,12220,0,0,42410809,14988
cassi41,851755799,,,0,0,42398821,60623
Lucius Lucullus,850512542,SPQR,20053,0,0,42326337,43515
Claudius der Gerechte,850918976,Teamgeist,20698,0,0,42314590,12498
Radebrecht der Stotterer,8554886,Stachel,2072,0,0,42262194,36219
Conklin,848964166,,,0,0,42192438,88654
Lord Kellah,10020374,Sachsen-Gilde,14949,0,0,42188056,17168
Darthomen,853325781,Die Urlauber,18774,0,0,42168230,17885
Thomas der Große 25,2331932,Transdanubier,2199,0,0,42164145,23223
Cassius 888 der Fuchs,849280466,,,0,0,42131393,43251
spam83,7634799,,,0,0,42012134,16179
SummerBunny,853322535,Wirsindwiederda,18235,390647,86,42002569,11607
Nickolodeon,2351037,Just4Fun,616,0,0,41987599,33996
Dom1n1k11,853042090,Das Grauen,2677,39137,0,41953218,31719
okundu,852236584,Von der Insel,8427,0,0,41941972,80307
Minitiffi,10053061,,,0,0,41936702,12138
Torloko,3079705,,,0,0,41822506,12396
hochbeet,4927514,,,0,0,41768725,22617
Crowley King Of Hell,849260882,,,0,0,41763807,17611
Mirabelladiegroße,850341609,Zweitwohnsitz,6937,140,0,41733252,15444
Ronnie Coleman,851491195,,,0,0,41729159,39265
Von Eschenberg,853305120,nur so,3050,125190,14,41722300,21141
Ray der Ruhige,852898237,Dragon Riders,159,665957,326,41722029,67953
mb2304,1068557,,,0,0,41708738,20328
Conilay Bruder Sohn,850971398,,,0,0,41704981,28376
Vulpexula,851960151,🕊 Grenzgänger 🕊,12219,335059,370,41551828,12938
Myxin9,10418814,Eiskönig,16504,15983,20,41546156,79959
Der Letzte Gerechte,850356275,Zweitwohnsitz,6937,81762,18,41487047,16307
Shalima70,850323285,Heldenschmiede,25336,4762,0,41480356,25694
commander laserstrahl,5040386,Raumschiff,24461,6405,0,41420374,91223
wuhotan,849684602,Takatuka,22310,98050,0,41409682,15925
Hexe Irma,850271789,,,0,0,41340723,37406
namdecuir,6133678,Tusk 💎💎💎,17206,18200,0,41334855,11277
Pino1,852396586,Die Urlauber,18774,119459,43,41329808,18113
NiniMaus06,849176809,Feierabend-Piraten,23148,0,0,41305449,27546
duke der merkwürdige,5151010,,,0,0,41272059,12112
Perseus 540 der Listige,7078905,PathFindeR 🇺🇦🕊,18679,0,0,41229295,47451
Sabsilein,10084011,Armed Apes,1671,0,0,41227365,14872
jappi81,849615346,Dragon Riders,159,214641,109,41210652,65896
RivalShoQ,36029,,,0,0,41180407,69204
Schobbe the Hampam,7481484,,,0,0,41061478,13133
Wolfben57,9059606,🇺🇦 Friedliche Händ,862,0,0,41036559,16846
KingDedede2,9017299,Neubau,21376,0,0,41015759,10003
Honoria 624 die Rote,5484716,,,0,0,41015402,31336
malditus,7293528,Handels Gilde,806,44172,17,41013689,16148
Julius66,5399963,Einzelkämpfer,22149,11142,22,41005736,30346
Achilles 713 der Rächer,8407583,Brauchte eine Guilde,14675,0,0,40942758,17768
Yeoz,3733183,,,0,0,40919607,13058
michael987,2760752,🏖ChillCity,16632,275137,37,40898352,14389
KLoOZ,8972104,🇺🇦 Friedliche Händ,862,0,0,40870419,12939
Dragon der Weiße,2391927,,,0,0,40862649,10701
Herkulessus,8440827,Yggdrasil,10153,263283,78,40845119,21344
Lysander 1553 die Geißel,852884980,Taj 🕌 Mahal,16562,0,0,40838317,20932
Giuliana die Löwin,851497469,,,0,0,40819560,23246
DonMogo,10105820,Spassecke,7428,22420,0,40755070,12735
Makani die Kriegerin,6124200,Pausenzeit,20345,0,0,40751015,23845
Davie Snow,849033774,,,0,0,40678190,61439
Monnaco,850789192,,,0,0,40642378,30129
Mork,9325384,Schlafender Löwe,22187,0,0,40571309,21646
Alicia - Opi,9112694,Aliciop,13914,132660,43,40514968,10341
Michel der alte,9966631,,,0,0,40504017,15733
Schattenauge,9715942,,,0,0,40480303,19904
Königin Emilia,2228182,Fortress,25308,0,0,40441220,19275
friedgerd,8658616,,,0,0,40382335,32047
christine74,4412639,🍀Glücksklee🍀,7631,0,0,40307417,11560
orik66,10219031,,,0,0,40292020,16444
Revali der Krieger,850663596,Yggdrasil,10153,2069606,386,40223934,12869
OttilieFischer,852697293,House of Linux,22293,157516,40,40203043,32301
XXZirka99,3346800,,,0,0,40182306,37337
Theresa 1639 die Blutige,849810156,Der Biergaul,6572,28408,73,40147648,15673
2024,852179111,Deutschritterorden,4859,157513,21,40145249,12419
TitanTalus,8174056,Ohne Verpflichtungen,14611,0,0,40125582,61641
Lupi2013,849939840,KEIN STRESS 🏖,14466,42724,29,40122793,20257
Polarsternchen23,852257750,Dragon Riders,159,86087,268,40078691,75188
HSAR,1322,,,0,0,40016199,18713
Gymcl4ssHer0w,9319076,für ruhige spieler,10549,0,0,40013827,14997
Steininem,7610104,Helvetia,823,0,0,40004801,23635
Pippilotta aus Vimmerby,212703,PathFindeR 🇺🇦🕊,18679,0,0,39910147,36278
Newfarmer86,850158641,Herzogtum BY,15390,0,0,39909211,71007
Kwan Sung,3471063,,,0,0,39897902,22949
Manfred Hauer,2924562,,,0,0,39881766,11706
Waldemar-8793,8701952,Herzogtum BY,15390,0,0,39875980,13648
Joan 696 die Gütige,8524720,Sachsens Glanz,10536,0,0,39851913,16879
Halunislaw,7591069,Freie Urlaubsstadt,17941,0,0,39829358,17746
mietzii1978,853109663,Enterprise,877,132896,16,39811763,11815
Freddi ist da,849847833,Musketierchen 3.0🪡,23135,0,0,39801306,26148
Andreas1306,849704049,,,0,0,39794110,85685
Feuerfürst Skizzler,9829462,,,0,0,39779303,67473
Aristeas 266 der Pfähler,853070349,TheDarkWarriorsG🇺🇦,611,190772,53,39741678,10541
Norbertotto,850229481,,,0,0,39543518,53211
Ivopolis,850492702,S.F.R.J. - Galaxy,19836,0,0,39524518,11464
Uranius 862 der Kecke,849797418,JUST4FUN FOR ALL,12744,0,0,39376837,13752
Medica benigna,10270406,,,0,0,39331483,47614
Licht der Schatten,851344049,🌹Spielen zum Spaß🌷,6977,0,0,39302607,25300
Aksakal,851192565,,,0,0,39272068,14485
Rhage,8510479,Chainsaw Soldiers,21479,1557300,146,39236422,27816
peusse,4401187,nur so,3050,111118,26,39167206,32474
-who am i-,7892479,,,0,0,39147872,56380
Fridsch,10658795,KEIN STRESS 🏖,14466,14389,7,39134386,20517
Alex-187,7338824,Die GEXperten,4314,16907,165,39114700,35128
Halber1978,853456355,Verpflichtungslos,15784,718672,261,39043854,12253
Roxana 86 die Rächerin,2391089,Die Tavernenhocker,4833,4121,71,39025123,17191
DerKleineMatrose,850588914,Sol Galactica,22716,0,0,39012076,65601
Mathix,853168069,Tommy BVG,22951,0,0,38998748,12445
Ratzifatzi,852262158,verlorene Generation,24748,0,0,38987937,25043
Blacky 64,850399889,,,0,0,38876121,16033
ichduersiees1966,850829056,Die guten Guten,11531,0,0,38872617,25552
Eirene die Löwin,3426572,Have a break,20938,0,0,38871010,19331
odolo,850841820,,,0,0,38838177,40009
de oba,851513777,Held der Gilde,24642,23082,34,38818312,30053
Rüdiger 01,853007758,Die Engel,23450,322505,169,38778866,33051
Susanne die Neugierige,850696044,⚔ GoV ⚔  🕊,6768,39167,0,38773306,23842
Euphemia 681 die Gnädige,4518382,Mikrokosmos,19249,34558,2,38736594,12149
Fusselantilope,849433843,Fussels,17569,0,0,38714704,10630
Chrisl,852550133,,,0,0,38694066,30655
Duke of New,7796142,,,0,0,38667155,16030
Speedmaster1,3759343,Newcomer,9175,5550,3,38638063,15927
Aragorn..,851441352,🌟Gilead🌟,3165,59850,0,38559368,19200
Alisma die Vierte,9069414,,,0,0,38541359,27399
aeinstein0815,850437282,Spaß am spielen 😎,18891,26856,8,38511033,19922
Caol Ila,850373151,,,0,0,38505272,19905
Lemmie24,852596185,Hanse Königsberg SvD,22989,227074,85,38474474,37977
Borkano,853399333,AktivLocker& Fair,25755,679628,231,38470032,11595
Bob the Builder,8511129,Bobs Baugilde,23635,21285,0,38426001,14881
bunzi1601,2971732,,,0,0,38415446,10399
gerdberger,4965715,Nebenweltlerheimat,11246,0,0,38387813,15536
Ptolomäus 3035 der Falke,851669817,Fairy Trade,68,6258,15,38378260,24389
Satyriasis,5090776,❄️Loreley2025❄️,21895,137389,225,38360503,55260
izceD,849379855,Black Phönix,17642,0,0,38333234,29876
Nomade1994,851683585,Wirsindwiederda,18235,391586,22,38319450,14195
Stahlratte,850250073,🌟Gilead🌟,3165,6490,2,38180046,63993
Maximus1205830,853093628,,,0,0,38057481,12071
Nyonne,10474852,,,0,0,38020911,17638
Zenyatta,849915009,Die 4 Musketiere UA,8902,560156,251,37977662,23820
Helenchen.,850961179,,,0,0,37956212,24550
Alexandra König,852086827,Drachenkluft,23945,0,0,37949600,36676
Johanna die Gütige,9366490,,,0,0,37908116,14009
Lutti1988,849433826,,,0,0,37872545,30803
Poppi1337 der Große,6563356,Urlaubsgilde 2.0,19837,0,0,37842570,34068
Achilles 182 der Gütige,3182222,😇Engel+Strategen🈲,60,0,0,37833800,66512
Ricologne,852309985,MaGucken,25332,31474,263,37787790,90036
Yanubanu,6603420,Whatever,22994,69213,5,37738670,14910
Crissi Windo,9626404,MeMyself&I,24675,0,0,37721432,56747
Aurora100,849080202,aha17,25369,1515671,155,37720075,42809
Duschvorrang,8520733,FGB🌹,21516,6504,37,37713535,18474
zockpitt777,10445633,,,0,0,37684130,11427
EnormousCrown58599,10333856,Katz und Kater 🐺,25306,155689,190,37683621,32997
Sir Patschi der Große,849163745,,,0,0,37675215,37332
Gräfin von Sonnchen,850247828,Goats of Sparta,10522,12510,0,37626902,33774
Viktor302,851754780,,,0,0,37626414,15492
Lordeisentweety,6427508,Widukinds Stamm,7846,158327,151,37564439,42550
rolandkls,850519990,nur so,3050,0,0,37534778,14071
Wengalf1974,851907101,,,0,0,37516828,46800
KämpferArchie81885,850291196,,,0,0,37463916,11390
Sasha der Stille,3593557,Profikillers,10855,0,0,37407246,28301
masa-buana,4239394,,,0,0,37375676,28816
Phitho der Besonnene,3393720,,,0,0,37368022,17461
Huddel und Brassel,4120766,Austrian Wings,4537,0,0,37357819,10026
Schreppman,852067936,Spaß und Handel,12794,0,0,37322701,23814
Hellgold,9281377,,,0,0,37310583,22930
Roter Teufel,850146363,Twenty4Seven,1678,513944,22,37291299,10076
Der Lichtbringer Sascha,851344061,🌹Spielen zum Spaß🌷,6977,0,0,37233411,26285
Isabella2209,851679821,,,0,0,37191056,32124
Lord Teddy,849740431,,,0,0,37176870,73298
Galius Markus,10037176,,,0,0,37147763,40367
Seelenwanderin,851365749,🌹Spielen zum Spaß🌷,6977,0,0,37132002,23262
Sabro1,852346790,,,0,0,37107523,84156
Thomas 547 der Kecke,8082134,für ruhige spieler,10549,0,0,37103211,20026
Muffin der Dritte,9785153,,,0,0,37087965,38003
Solomon Raz,3608276,,,0,0,37080011,14511
Iboprofaxe,850369017,,,0,0,37061350,13220
Antigonos 544 der Gütige,4857640,Imperium,22110,0,0,37041737,19008
Angeroon1,5129134,,,0,0,37005698,16120
didi.1.2,852313409,,,0,0,36998302,10633
Knoten23,851668699,Spiel&Spaß,16043,0,0,36994442,29989
Adrianus 976 der Kecke,849058037,,,0,0,36984487,22663
Becker2109,10199502,,,0,0,36944970,22513
Epikur 590 der Stolze,8515290,,,0,0,36939745,14580
Seleukus 201 der Stolze,3796287,,,0,0,36887691,12159
Friedrich von Staufen,849102747,Nurso,533,0,0,36860878,57631
Elli 333,8451209,Schwarze Engel🕊,4132,8121,17,36859495,30257
entenauto,8251346,,,0,0,36856378,33769
Kathi12345,10553182,,,0,0,36803250,26350
Nicki die Katze,853120886,Die Donnervögel,11511,189587,120,36802088,36790
Endergamer 3.0,8992401,,,0,0,36759798,16334
Coooolio,5628792,36 Strategeme 2,14985,357,7,36752077,11556
MIK der Erste,8880907,🕊🇺🇦 Asgard 🇺🇦🕊,13205,0,0,36733951,15280
thomas77,102718,,,0,0,36720746,47711
Marlin41,10214840,Hanse Königsberg SvD,22989,33435,23,36717409,12846
Bossbernd,5738360,,,0,0,36661586,25256
manniman30,8314625,,,0,0,36654799,25809
olaf.sp,850099450,Mosel Wein 🍇🍷,24270,259946,297,36637514,79311
Thorstenxl,965047,D. Unerschrockenenᵁᴬ,13198,125486,87,36619780,14604
Gnarf 75 der Pfähler,9025030,,,0,0,36595392,10903
falli klaus,853078712,(Just for fun),6733,146922,386,36567084,32121
Lisunar,852164703,,,0,0,36557680,42129
Henry21035,850244471,nur so,3050,0,0,36538265,64757
ppa. MaierLansky,8997753,,,0,0,36511737,31933
Gaby die Schlaue,9050427,Love,13420,0,0,36493802,10222
Lysander 325 der Lustige,4650495,+++ ohmss +++,8453,0,0,36488997,18262
Anaath,7652981,,,0,0,36473409,36749
Casa Ottoman,3629764,,,0,0,36469966,30898
Waldbeere,849847603,,,0,0,36461358,57031
Tancossin,2337021,,,0,0,36427149,33057
TalkinTree,7068538,Tommy BVG,22951,0,0,36418998,13505
Powercharge,850625465,,,0,0,36412644,14225
Paddy1991,852055940,,,0,0,36402151,29026
Good Knight,4722091,,,0,0,36379611,76688
Tole der Wahre,6649594,🐉DR Resort🏴‍☠️,4584,0,0,36357119,12332
RudiRatlos110,4267749,Hollyday-Inn,14075,0,0,36353261,13688
Herb 330 der Stolze,3585374,,,0,0,36344221,17590
Olbericht der Weise,10433576,für ruhige spieler,10549,0,0,36322811,43894
Aurin Striate,4893404,Knights of Asgard,6,0,0,36317935,53135
Finxx,8102642,,,0,0,36304060,16372
KorneliaI,3773943,,,0,0,36249537,11713
Gorgolau,850119105,Paclan,14589,0,0,36185919,25713
LausitzerJung,6098337,Sachsens Glanz,10536,0,0,36168485,27488
AureHarsche,851013061,Spaßgilde,8261,-57029,5,36154480,12492
Fabi Xman,614051,❄️Loreley2025❄️,21895,469184,218,36126857,11997
Jäger Olli,10251846,,,0,0,36126841,17329
marc2222,849649903,Twenty4Seven,1678,118700,72,36095764,44930
Lichtderwelt666,852562982,valhalla 666,23664,537879,63,36083115,14594
smarti1,850020345,Team *Teamwork*,15686,0,0,36065505,10655
=Goldjunge=,1405395,Die Tavernenhocker,4833,6720,0,36027932,13111
Heideprinz,850042782,☣⚔  Freie Wilde ⚔️☢,23161,0,0,36021980,16161
Roady79,853442682,Bayrische Löwen,4377,698791,179,36019457,11035
xxBaDxBoYxANDYxx,3480065,,,0,0,35990028,17841
Mariobln50,851509430,GC-Fan´s,21914,0,0,35953648,11971
Tdm-maik,8635129,AMC to the Moon🇩🇪,19899,0,0,35916931,21553
Lord von Brook,10362192,Profikillers,10855,0,0,35886595,19588
vikzone,8294233,,,0,0,35838003,23758
awake,850403816,,,0,0,35833237,25815
Alexandros93,10679776,,,0,0,35822970,20798
Ritter Gysi,849012056,,,0,0,35786895,41436
Musketier Friedel,4158095,Friedels nur ich,25615,15240,34,35771446,82085
Lady Kretrewre,850438549,,,0,0,35767360,34033
Eragon Baer,6342797,S+R,19637,0,0,35766652,15831
frieder82,2844168,,,0,0,35755455,22222
MichiderHändler,7729106,Bavaria South,14718,10447,6,35706234,36337
Eurykrates,6953689,,,0,0,35700761,21620
Catherine Salvador,9789973,,,0,0,35698534,23958
ElMo1604,5038550,,,0,0,35696282,14417
Ulfberht l,849683077,,,0,0,35600532,20968
Niina,8307498,FOE Auszeit,22002,0,0,35525426,22633
Lady Aleida,5918945,"""Schlappohrle""",25015,0,0,35500102,19920
Josephine die Große,851422480,,,0,0,35476562,17437
RoGa-2,9128779,Wirsindwiederda,18235,0,0,35439068,30261
Draedin,5175551,Die Musketiere,6964,0,0,35427190,50372
Finni1995,2652200,👣Barfuß duschen👣,8278,0,0,35419322,15901
Meister858,8167353,,,0,0,35403039,19042
ArchieMcFly,8954606,,,0,0,35401695,43832
Tsch42,851788102,,,0,0,35381211,15428
Arunmaru11,852181616,,,0,0,35379726,50204
ALH2020,848987626,thunderstruck,16596,186508,255,35379441,63335
Fabolus der Starke,852611861,Goats of Sparta,10522,855691,226,35357018,26174
Aurelia 1621 die Weise,849776279,,,0,0,35313429,26763
Penella Edle Freifrau,8480996,,,0,0,35281539,33340
lilly1219,850314875,,,0,0,35264182,28554
Apollon54,10241864,,,0,0,35250925,14979
Zornige Maia,4144445,Der hohe Norden,18229,0,0,35233947,14466
Uranius 672 der Grausame,8801129,,,0,0,35182005,30711
Luini 619 die Bärin,850544140,🔥 Feuersterne ⭐️,13890,13673,18,35169026,27026
Matang,3790534,,,0,0,35167607,38176
Xaaba,7953622,,,0,0,35161360,17116
Irene 546 die Herrliche,6934706,Mosel Götter,18118,18540,0,35137284,10057
Heilerrin 77,850660683,🕊Frodos Freunde🕊,18707,90445,262,35127667,60249
Die Wagner,849847955,Musketierchen 3.0🪡,23135,0,0,35098667,23208
Loof,849554671,Die Sachsen kommen,7599,6828,8,35075726,12744
Warbird52,849572034,,,0,0,35021762,20334
Wurst der Dritte,7344195,,,0,0,35004410,18160
Gräfin von Bruch,7033119,,,0,0,34945734,16819
Willi18,605463,neu2019,11498,0,0,34921516,10449
fabulous h,849860054,# Schlangenbrut  #,21918,0,0,34890725,18802
Brumsel,1660395,Horde der Hanse,14972,7213,5,34889095,14500
housemouse67,5697850,,,0,0,34819366,29795
Gypha die Weiße,849653666,Nordeifeler,4530,0,0,34813780,24675
Michael3030,10195500,,,0,0,34805485,20870
enron,8438713,Herzogtum BY,15390,8941,8,34802650,32296
Tiger des Imperiums,3424129,,,0,0,34798466,12256
Jojo0409,850263523,Deutsches Reich,24072,0,0,34783669,33880
Beowulf2401,851131903,,,0,0,34745163,44281
Lysander 244 der Jäger,3782354,sorgloser,10916,0,0,34732679,14595
momita,851574159,,,0,0,34728577,60433
dogfish,416223,Die Entspannten,25095,368075,46,34634570,10683
Sneaky Jonny,3333526,Lucille,19680,0,0,34631773,18934
MarcelBr,853009805,Easy Rider,16290,0,0,34628712,24293
Koptschik,850084976,,,0,0,34614037,44398
Ettenfreak,849283710,,,0,0,34537524,45752
Vesta princepsGroßartige,9356609,,,0,0,34510004,33060
Lancelot IV.,850252239,,,0,0,34491130,63636
Knight1968,851626475,Dragon Riders,159,415864,301,34472445,67475
Katrin9283,3852450,,,0,0,34408687,20136
Blacky der Schwarze,10593396,,,0,0,34407486,24513
HolgiFCB,6702235,► Die Wilde Jagd ◄,1313,2436,0,34386371,19079
Ptolomäus 0187 der Jäger,849924060,,,0,0,34367574,83328
antonija,4388279,💎💎Nebenweltler💎💎,17622,0,0,34343646,15624
Walhalla die Gute,9733465,Rumos Recken,23448,0,0,34339111,21857
Chromos Fear,848919219,AquatrollImmortal🌊,18187,60413,51,34263743,36173
Elbgermane,3130974,,,0,0,34263035,14469
Renatos 1003,852387195,Spaßgilde Anfänger21,19037,0,0,34252273,12792
xGARLANx,848976888,,,0,0,34164573,19943
jrg9097,851548375,Feierabend-Piraten,23148,0,0,34161501,35554
Bargin,850632697,,,0,0,34139502,28809
Es ist wieder da,849848039,Musketierchen 3.0🪡,23135,0,0,34126631,22008
Snaibel,850203444,,,0,0,34080457,43553
König von babel,7843105,from dust till dawn,22762,0,0,34023271,13700
Sulor,849059931,,,0,0,34020325,19344
Mann mit Hut,4792410,Hutfabrik,21392,0,0,34017857,42540
layla1043,8111296,Enterprise,877,74528,30,34013699,38098
Karl Rasur,8528416,,,0,0,33989915,21033
tomasch61,370160,Die Tavernenhocker,4833,66982,189,33925417,40835
Nadinio,849951633,Die Tavernenhocker,4833,5713,3,33911331,25669
Fingerhut02,853409955,Freie Hansestädte,33,402529,275,33909874,10173
Orpheus7880,850506861,Spielplatz,10171,0,0,33898545,16851
Thekla von Ikonium,9589229,,,0,0,33858702,17265
Lord Palladium,853042321,Die freien Völker,267,0,0,33843954,21704
maerdel,418217,Wirsindwiederda,18235,446579,70,33823093,10339
Merlin-61,8826939,nur so,3050,0,0,33799503,16802
Tulumba,850516289,CozaNostra,19555,0,0,33741659,30112
Rosalie die Sonderbare,852478939,,,0,0,33728792,25652
Dud3lNud3l,10696667,,,0,0,33728506,28817
Wolle 61,2923151,🕊 Grenzgänger 🕊,12219,10033,115,33700037,77785
rwg1808,10278445,,,0,0,33695072,14548
Iolanta 622 die Schwarze,5811316,Mit Ruhm zum Sieg,8438,0,0,33690134,12333
ToGa1909,851832333,,,0,0,33684057,19818
DocFuel,849077376,,,0,0,33620233,32286
Balian von Dune,7519825,,,0,0,33554741,52349
Texashein,5598269,Die Minititanen,7296,30478,0,33518559,21482
Püngel,9515057,🐺 An seann liath 🐺,16107,4224,16,33518542,46458
Riccola,853270213,Dose-Worschd,25647,634873,261,33479257,16334
