name,player_id,guild_name,guild_id,points_change,battles_change,points,battles
schifi1,2037567,Spassecke,7428,2246705,201,1503869145,261405
Jajco,4978512,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,3593153,298,1503755392,208907
Warli,848993585,Only Ronin`s,17616,0,0,1500887179,356234
Grimorak,1369103,Gamesoldiers,9578,0,0,1497325519,301895
nemo111,2784529,Rising Crown,3780,7553285,423,1493116497,237863
Asgard der Teutone,8253144,Astra 💫 Australis,20187,3814648,474,1492807069,287138
Shanon von Estellyen,3799888,Force of Nature,21629,207903,52,1491162662,291449
Super Papa 2.0,852821485,Helden der Birne,5088,2761848,92,1490633814,249804
MineIsTaken,7904859,,,0,0,1487925050,424952
Appelwerder,852661606,(Just for fun),6733,4964313,564,1486827452,320860
Phantom 33,7000234,Insane Guardians,18918,7908334,689,1486569837,260006
Isidore 85 der Prophet,2488031,🐉DragonRocker🏴‍☠️,7226,813214,32,1486087837,236629
ankati,3349618,Hamburger Hanse,8586,7293067,596,1485669921,221712
Socrates,850092011,Die GEXperten,4314,1968884,153,1485546408,268382
Klabauter,8253407,Outsiders,343,2174229,358,1485055462,773641
Big Pischti,2784898,🇺🇦 Nemesis 🇺🇦,3701,4692554,401,1482735193,237522
Hypermental,5218625,Rising Crown,3780,3211549,244,1481835210,163507
Oktavian der Graue,10196493,🕊Respekt🇺🇦,15265,4089803,447,1480882150,572755
Micha der Eine,852843474,Rising Crown,3780,8171089,1311,1479580241,321992
King Dingeling d Drölfte,8425132,Knights of Asgard,6,5110948,376,1478353057,179323
binneas,850364387,Die Flitzpiepen 🦄,20795,12895801,532,1477725144,241533
Hansels13,4718696,,,0,0,1476428307,256815
Tom 1904,5236371,Knights of Asgard,6,1026735,24,1475802727,224437
Cliff0815,852023884,Taj 🕌 Mahal,16562,2661631,505,1475784412,555295
Hellcat717,2878419,Die Arbeiter,635,857610,38,1474342003,175003
Sluggi,7553711,Beamtenmikado,88,2274638,179,1471651966,277219
Hans421337,5135448,Weisse Rose,6843,9100988,469,1469312792,235557
Chaoslady77,3167028,ρℓαуιηg αηgєℓѕ,92,4808458,838,1466464375,686188
Habibi0815,1144566,ρℓαуιηg αηgєℓѕ,92,7180450,351,1464387404,273126
Rowlaend,2659238,Frei und Freundlich,11817,3892620,438,1463650655,297788
Jeronimo01,10196023,🔥 Feuersterne ⭐️,13890,8352412,958,1463274135,236782
Boss1965,848928694,Only Ronin`s,17616,10369167,219,1459735111,251752
stumpalfdee,4290929,Rising Crown,3780,1243222,183,1457578409,253004
Hippolyta 624 die Löwin,3191883,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,2558819,247,1456538622,434875
Friedolinus von Duster,850131091,🌟Gilead🌟,3165,8471562,394,1456241999,331849
Roman Adlerhorst,850959545,Bravehearts,16086,5186347,514,1456235837,292270
Lori63,9016386,,,0,0,1455639437,372674
Fulvia 795 die Erhabene,7721304,,,0,0,1453472775,567564
ThreeT,850928306,Die freien Völker,267,721753,90,1453113248,414760
Danae 245 der Famose,3834035,🧊Ice Gilde🧊,6289,4230458,325,1451688416,247809
Katzenkater001,851079960,🕊 Grenzgänger 🕊,12219,0,0,1450993177,384757
Randolph Cornar,852434770,Dragon Riders,159,6498134,257,1450741903,224670
hug iron,9699239,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,1241964,108,1446610112,260861
Hani2110,6696947,Next Generation,16,1903179,40,1446528927,265198
Droppe,3988551,Weisse Rose,6843,6684764,227,1441615686,162805
Schnapper2311,8483501,,,0,0,1441570996,380433
Huntos Morontos Kontos,8028839,__II_II__II_II__,22086,274540,22,1441498123,229653
padi-msdt,2331126,Schwarze Engel🕊,4132,3217155,372,1438900194,247209
jaykay,8350674,,,0,0,1438603064,431247
-Aragon-,6784656,☠️NeverNight☠️,10520,617136,58,1438363319,365810
Krupp GmbH,3803423,,,0,0,1438118698,257299
LionStar303,5953184,🧊Ice Gilde🧊,6289,7360401,277,1437744017,284984
ener030,3406539,Only Ronin`s,17616,1452400,44,1437466760,215619
Alex der Rächer,9771378,Rächers HQ,24782,0,0,1436415997,548317
mäandermuh,850878185,Rising Crown,3780,2402331,286,1434127338,216140
NeroCaligula,10482582,Knights of Asgard,6,3531956,76,1432746443,269593
Winter65,851259865,❄️Loreley2025❄️,21895,4377753,519,1430395087,295686
Bobby Blitz,6343392,Spirit of Herkules,21272,6280360,503,1430384427,248812
Conan 71,849628644,🕊 Quo Vadis 🕊,2017,7190096,454,1429849978,233744
wolf1960,8305019,Kommune,5397,5048481,275,1428796136,384700
Don Norbert,852009632,Cree,22432,7103982,353,1427032377,275387
Tarmina,851532001,Animrat,22580,17555994,742,1425614031,82454
Wulsch2312,850838157,Only Ronin`s,17616,0,0,1425410344,170130
Hasibaye,8694861,Frei und Freundlich,11817,7514184,1199,1425394861,740434
Martin1776,2709043,🌟Gilead🌟,3165,1290268,109,1424715392,292828
Zeiti,7763341,Krähennest,11372,3414023,280,1422064851,370252
Issos II,8585925,Helden der Birne,5088,1044740,46,1421657409,253528
Sophokles 442 der Starke,3974305,,,0,0,1421617908,301214
Willi Müller,4033075,ρℓαуιηg αηgєℓѕ,92,12814530,947,1421141362,102559
argentaigle,5451706,Die Musketiere,6964,4499637,276,1419391648,216843
Haui1004,851577286,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10465385,492,1417553023,498787
Hub Schrauber,6707492,Next Generation,16,3385444,155,1417321210,278653
Hotte 1,849737957,,,0,0,1416830077,370919
Heron II,3391638,Shadow Hunter,17937,5698119,498,1415663474,247991
Napageu,5757266,Die Donnervögel,11511,5629167,581,1414192799,220006
Nashi1974,5231944,꧁ 𝕺𝖑𝖉 𝕹𝖔. 7 ꧂,9777,315132,18,1411786748,316141
Hayward,849148744,,,0,0,1407566909,321984
HorschtKevin,8572870,Beamtenmikado,88,6117399,267,1407428506,171894
Stefanie IV,2253138,Rising Crown,3780,2048625,243,1407115985,297263
Frank Columbo,9008546,Preußen Gilde,4921,3840824,255,1406219493,227621
Phuram,52888,,,0,0,1399003376,184753
Elisabeth 4743 die Weiße,7683250,Kings Drakul,1477,5277482,410,1398325334,229963
Linfex12,849004606,Astra 💫 Australis,20187,1542886,152,1398274532,261145
gero106,2592114,Die Arbeiter,635,558163,24,1397861302,167353
BastiP1337,852692115,Hamburger Hanse,8586,9934217,736,1396070548,249907
Haegar12345,4094563,🐉DragonRocker🏴‍☠️,7226,0,0,1395816221,299302
DasStoe,5769137,🌻🌻🌻,24874,0,0,1391907250,289094
Rüdiger der Geniale,5747759,🐉DragonRocker🏴‍☠️,7226,5409998,99,1389680595,216877
Mr. Holiday,10073946,,,0,0,1388667956,428976
Frew Gregor,5662124,Originals / Urlaub,12967,0,0,1388287951,258249
Spatzenfängerin,850319499,,,0,0,1386774098,371614
Nelli die Gute,850098951,Spaß am spielen 😎,18891,2478980,153,1385100029,300046
Sulkin,7144716,🧊Ice Gilde🧊,6289,5901653,557,1382880965,207425
Sir Drinkalot,7370231,Knights of Asgard,6,4054518,452,1380797718,366162
lexxxi2,7336604,,,0,0,1380322059,528841
Diabolus 666 der Rote,7263798,Next Generation,16,6217563,122,1380167395,169577
ein-steiger,5737277,Enterprise,877,6170079,425,1380118555,150746
KINGz535,7221311,,,0,0,1378652300,374380
Buddy012,850865477,Enterprise,877,4642245,539,1378311387,145112
Gärt,9435974,Heroen,24284,0,0,1373707316,347897
Silks Winter,850625178,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,0,0,1367865840,231899
bagut1964,6210116,Jolly Roger,394,0,0,1367585637,218956
Faf de Klerk,6160655,,,0,0,1367417839,244807
Lari1909,850543447,Outsiders,343,6936591,633,1365738837,417551
Der Bergdoktor,4847521,Knights of Asgard,6,5644514,472,1359711954,215292
moench1,8018432,🧊Ice Gilde🧊,6289,4129557,314,1358190612,322203
didl woi,2828862,🔥 Feuersterne ⭐️,13890,5224469,702,1358034326,387529
DeKa1507,9642754,,,0,0,1355480378,310615
Lancelote-der Beherzte,5553258,Kommune,5397,742227,41,1353179554,402726
Werner.W,5060260,,,0,0,1350553196,356406
Nikeshi,643644,🕊 Quo Vadis 🕊,2017,1128050,85,1348071406,262572
jofilly,5040228,Die Flitzpiepen 🦄,20795,4258670,275,1346111200,242855
Dreganthorius der Große,850464319,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,2145302,235,1344930658,408099
lahmeente77,2782658,Hessian Dragons,109,2389248,23,1344645437,171611
DonnerWill,6052130,Böhse Onkelz,22286,3549054,377,1344485867,358171
Jack Daniels No7,2885431,꧁ 𝕺𝖑𝖉 𝕹𝖔. 7 ꧂,9777,4253260,210,1343235868,357020
SurvivorMcGyver,7530208,,,0,0,1342451670,361564
Sinaloa,8085805,🍐Fallobst 🍐,24873,0,0,1341415375,523713
Daniel Düse,3736871,Next Generation,16,1171685,21,1339967297,247144
Jaycobs,849328711,Die Arbeiter,635,12636574,857,1338885105,224070
Siggi der Gerechte,2461863,Preußen Gilde,4921,0,0,1338393564,248084
Vin Benzin,9929285,Kommune,5397,3640726,247,1337610544,283252
Bongshyva,2607929,Das Bündnis,10026,0,0,1336713809,267553
schurke okin,3478547,,,0,0,1335229035,296242
Goggi der Ältere,8130881,RELIC HUNTERS,2803,5885003,569,1333090445,205835
Taschenrechner22,7941368,,,0,0,1330312810,291849
Super-Grobi,851739699,🌟Gilead🌟,3165,11222084,745,1329929443,149661
NewFord,9343268,KEIN STRESS 🏖,14466,6173884,478,1329528739,242789
Thommy1970,8079223,MAKEDONIA,1262,4539050,472,1329459287,176271
Wolfgang der Kluge,849755698,Die freien Völker,267,2580465,238,1328493268,363665
Olaf der Weise,8713805,Legati Minervae,13956,872312,61,1327400256,236494
DrPeppermint,10015114,🕊 Grenzgänger 🕊,12219,5322860,381,1326074558,195275
Viktoria 3284 die Weise,850456646,FGB🌹,21516,1767807,255,1325957846,377654
König RW aus B,3756416,,,0,0,1325271127,375591
Spatzolino58,3689594,⚫️ Black Pearl ⚫️,21695,1987961,159,1323606653,200317
Tamirat,852772043,Hamburger Hanse,8586,9946355,688,1322954225,284806
Achilles 753 der Listige,9019763,,,0,0,1322817466,229773
Muddi Babsi,10366220,Uni´´Gilde,22289,0,0,1322402914,323868
Landvogt Boemi,3320016,,,0,0,1321567083,259192
EniSky,4492009,,,0,0,1319746758,212341
Pottek84,6283479,Black Phönix,17642,4801148,175,1319280300,265621
Paperboy1998,7459936,Gamesoldiers,9578,357184,10,1318772067,206442
JarJarBinx,7743118,Astra 💫 Australis,20187,2417259,493,1317824367,560498
Nero2016,3586529,Next Generation,16,6489181,396,1317481476,230355
XP500,849055563,×꧁Ψ☆LEGENDARY☆Ψ꧂×,18064,5856499,614,1316294771,179843
Tomosus,849782775,ρℓαуιηg αηgєℓѕ,92,7572892,752,1315539988,191231
Urania die Schwester,4944731,🇮🇱Sitara🇺🇦,4988,0,0,1315165880,288438
Fiedelbumm,5938658,Sachsen Fighters🇺🇦,2198,5448872,458,1314793167,500536
Domestos der Chlorreiche,1557984,Nebenwelten,3983,1210838,132,1309131365,296672
Voll der Horst,849372253,,,0,0,1308987635,346315
Krebbs,2349692,Shadow Hunter,17937,2949847,346,1308411819,216773
MC Schnegge,850419185,FunFighters,3537,613040,59,1307133876,413572
GreatIndian,10463463,ρℓαуιηg αηgєℓѕ,92,8077095,537,1306919495,234164
Dirkorn,849419943,Freigeist,22,707133,17,1306327510,124082
Isis*,5119334,,,0,0,1305303375,291421
Franz Xaver Unsinn,3780114,OoO - Out of Order,21170,0,0,1304405967,317738
Bitphil,851343002,🌟Gilead🌟,3165,2656301,29,1302994202,236637
hannes78,8420919,Only Ronin`s,17616,260341,25,1302948596,642579
Ottidis,8832274,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2391639,405,1301725160,390766
EasyRainer der Starke,2603351,Germanien,1052,478756,67,1300585767,278086
Cadvan,8824795,Only Ronin`s,17616,1766792,162,1300082483,389788
franmeye,3724337,Helden der Birne,5088,868749,58,1299773102,167200
EdlerSchnarch,5291652,für ruhige spieler,10549,5325215,282,1298309803,280043
Henry 485 der Verwegene,8839169,🧊Ice Gilde🧊,6289,685319,20,1297003255,215353
GreatGimli,850237513,☮️Mittelerde🕊️,17021,2835361,772,1296525024,550395
Gerkont,7625116,🧊Ice Gilde🧊,6289,4619526,514,1294748807,256673
Laudazio,1912157,Vagabund,21755,3873515,790,1294358511,328840
Don.Panse85,5017342,,,0,0,1293943948,135847
hubbra,2671642,Spaß am spielen 😎,18891,3597458,420,1293273326,268936
KaiEndt,3082471,,,0,0,1289714587,240697
Beercules18,9909765,🌟Gilead🌟,3165,5629956,353,1289244974,152565
Balumba,851683650,Black Phönix,17642,2787854,202,1287173233,262959
Kassander 512 der Rächer,4370922,One,4953,0,0,1287110486,279613
Magister Mart,7380536,die sanftmütigen,1047,3180081,264,1286188228,227902
ArchEnemy,8479844,FunFighters,3537,1722138,302,1285674365,347239
Frag Mente,6597787,,,0,0,1285586038,393222
Sir ABI der Erste,8477193,Dune,3404,881269,42,1285436718,151366
muggsy461,6789104,Frei und Freundlich,11817,8087289,576,1284897782,190514
Bierflasche1921,8011472,Enterprise,877,10455057,575,1283565560,236011
Hazeghost,852078152,Kommune,5397,5921498,303,1282614300,362614
MasterLongus,6755781,Hessian Dragons,109,4857195,557,1282008241,239770
Andermic,2483149,Kommune,5397,5608160,325,1281395381,165891
Saavik vom Vulkan,5582743,Schwarze Engel🕊,4132,2368339,81,1280745003,167993
indura,10154549,,,0,0,1279675725,162296
Argyrus 613 der Grausame,10324845,die sanftmütigen,1047,4842036,687,1279619943,495530
Peter der 3te,3042223,ρℓαуιηg αηgєℓѕ,92,3780600,369,1277986222,169513
Kallisto 1284 die Weise,6954097,,,0,0,1277853932,298271
Isonomia,850221745,Haus am See,22871,1756718,81,1276209228,267128
Offenes Fenster,4420658,Rising Crown,3780,546397,62,1276066940,259306
Marcus vom Mediapark,5155210,Bookmap Traders,21940,937875,0,1275990272,139482
Radltreiber,3006544,Death Punch,1546,5040972,445,1275942033,286092
TerenceChill,5674399,KEIN STRESS 🏖,14466,1915906,45,1274661712,155777
ZaKruta,5077455,Die Händler,1661,83547,16,1273106199,154802
data45,10643746,Die Flitzpiepen 🦄,20795,7506713,613,1271547151,193424
henry the fool,848916279,Weltenbummler,18230,0,0,1270252333,139216
Swetty J.,8474439,,,0,0,1268445318,308140
Lolly76,9099288,Outsiders,343,6309108,651,1266090621,622063
Magni,850950534,Only Ronin`s,17616,169345,54,1265074081,299347
VanManiac,850401336,Die Flitzpiepen 🦄,20795,5318575,560,1263022032,271065
Papilus,4204956,RTL,11714,4921813,350,1261321193,222060
Xina die Starke,3825214,🌍Weltkontor🌎,5204,2906232,248,1261321160,202580
Monika M,849159871,🌻ganz entspannt 🌻,4094,5766307,385,1261159794,268500
Dami 212,9195583,Meerkater 🇺🇦,16471,3281655,291,1259077489,150129
Carlu,10104493,Knights of Asgard,6,5900318,927,1259034520,522681
Kryschok,4296615,Shadow Hunter,17937,6385113,687,1256317781,240701
StrategePassae,849065252,Insane Guardians,18918,8627735,673,1256154099,228168
maik.baerchen,9696062,Astra 💫 Australis,20187,2121940,517,1253929766,428223
Graf Torsten von Belchen,4733761,Erst mal Pause,23684,0,0,1252526767,348677
ugeli,7258527,,,0,0,1251175135,273464
Danae S,850563716,Zeit für eine Pause,25473,1786260,149,1248353728,254373
hks14k,6621213,RELIC HUNTERS,2803,552039,28,1246463178,191439
Abramita,8746882,Force of Nature,21629,0,0,1246285107,517018
Lord DD Vader,2593138,KEIN STRESS 🏖,14466,618910,16,1246272347,135555
Lucill,2324813,Rising Crown,3780,261138,29,1246132252,227888
Leontyne,5078442,,,0,0,1242399457,158406
Speedy69,8496060,Rising Crown,3780,457111,97,1241404040,321977
man4ugoal,8463994,Schwarze Engel🕊,4132,3693592,363,1241398410,201836
Murd0c,3513290,Die Karawane,20,0,0,1239589485,254702
Mrs. Miyagi,3324229,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4970392,590,1238150675,607554
Schamalamadingdong,4364144,,,0,0,1237965692,300918
Marie die Barmherzige,2774781,The Eligius Corp.,18673,4323377,343,1236458860,222550
PietSahad,9401394,,,0,0,1234817828,317883
MAXIMVS 66,849412443,Circvs Maximvs,24425,0,0,1233238801,163935
HappyNeuling,7798073,꧁ 𝕺𝖑𝖉 𝕹𝖔. 7 ꧂,9777,4637052,388,1232528419,238014
29AX3,5538105,Fairy Trade,68,468148,28,1232457743,159749
Spike80Mike,8101645,OoO - Out of Order,21170,0,0,1229765100,284457
FC der Große,3989123,Dragon Riders,159,1107976,36,1229438485,169229
Livia aus M,850962095,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,5598774,595,1227451856,394838
.Knuffelchen.,10422763,Frei und Freundlich,11817,3818449,350,1226493317,286530
Sire Ianni,9134008,Rising Crown,3780,554382,88,1226418120,630250
Bernis Reich,8494172,modjo 🇺🇦,8194,2271354,160,1226031519,209933
drucki01,2318214,Black Horizon 🇺🇦,47,3583990,325,1223779418,420962
Andy SN,3161644,die sanftmütigen,1047,4048786,377,1222270951,192361
Lokasta 187,8822035,Nordische Union,12521,36272,7,1220596764,170600
Charlie1982,8706677,Rising Crown,3780,2221920,367,1219787869,176532
King Esume,8140302,Krähennest,11372,0,0,1217844194,261975
akinom7,10460609,🕊 Grenzgänger 🕊,12219,1900891,234,1216329853,338513
Pierre Vinapela,851433877,ρℓαуιηg αηgєℓѕ,92,8225998,888,1213474312,269711
Captain.Future,5447429,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4002857,371,1212747595,320532
=BAHAMUT=,10239941,Knights of Asgard,6,1364631,85,1212036734,235831
Farnsworth007,7282233,TnT007,9233,5148406,333,1211561768,163043
Tortuguero,4287055,👑 Annodazumal 👑,4103,8061229,439,1211545248,141083
Ubits,849834771,Empire of Ubits,15750,2758752,285,1210544348,205189
Hochstedt,852028712,DNA.,211,5373246,316,1208259379,189269
Eisenherz66,850148518,🌳grüner Hirsch🌳,8112,595050,2,1207946191,179580
Magnus 14 der Falke,1733034,Diamonds Heart,24174,1217232,57,1205873395,262484
Justina 2033 die Listige,851900838,Knights of Asgard,6,5729840,224,1205169522,279562
Maximus Planus,5695794,,,0,0,1205030756,346315
OldKingKev,10551796,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,4208411,412,1202810659,220942
Kralle77,849855302,ρℓαуιηg αηgєℓѕ,92,1758336,124,1200428732,253904
tonimachoni,9991478,Die Arbeiter,635,7840991,482,1199210637,616398
Gorgomil,10588641,Helden der Birne,5088,3183749,129,1198566407,257083
Lilly1811,8834351,D. Unerschrockenenᵁᴬ,13198,5608020,770,1197428027,195601
djzecke,2477770,modjo 🇺🇦,8194,2346215,279,1195673083,238766
Niketas,5157905,Santiano,23876,1057168,184,1195261004,263474
Käptän Blaubär,6578585,Ü 50-OHNE PFLICHTEN,7652,0,0,1195068405,226534
Blacksheep 87,4644712,Valburger,3249,2457372,218,1195002991,174327
Conan der Eroberer,8303797,Von der Insel,8427,0,0,1194702107,243232
Kati die Kluge,6682023,Die Flitzpiepen 🦄,20795,819582,14,1194423585,215876
petiundkati,4140327,Expendables & Falken,8004,0,0,1194178138,268998
Der Rotzleffel,852604443,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,11364855,1285,1192796553,286753
BloodyVamp,849601224,Outsiders,343,9521565,1021,1192671415,265862
Inselratte,850514719,Einsteiger,22389,6672996,493,1191879266,193052
SeemsLikeWater,852800512,Rising Crown,3780,11909500,1126,1190822987,265378
Olith1970,850287939,Insane Guardians,18918,3813829,219,1189434414,203605
Ivicag,849798802,😇Engel+Strategen🈲,60,3459266,285,1189099141,181783
retep 0,9808990,Urgestein,11095,2767073,330,1187419093,187131
Eisen-Dieter,10316378,Helden der Birne,5088,827540,14,1186946937,253080
Sir Pun,849489388,Sachsens Ritter,7973,0,0,1186778785,303097
H0ust0n,5448387,,,0,0,1185064665,253490
ezio13000,10072516,🐉DragonRocker🏴‍☠️,7226,637697,14,1183293614,233182
doppelwopp,9086666,Die Flitzpiepen 🦄,20795,2172438,83,1180545725,285637
Loony1712,851718588,Black Phönix,17642,6491936,767,1180229830,269213
Lord of Roscommon Marco,850046933,FunFighters,3537,2974815,404,1178756967,426234
Clemens944,955252,Twenty4Seven,1678,0,0,1178343728,188331
Karmann,9719023,FunFighters,3537,3979097,586,1177936946,577372
N.Greywolf,8255018,🕊 Quo Vadis 🕊,2017,2668870,354,1177258524,393720
peterjp,7347538,bongo,25283,0,0,1174296501,167656
MasterMoe,5276383,,,0,0,1173004536,252822
Fritteuse,2350923,Dragon Riders,159,4303561,250,1170701857,132354
simon103,8027723,Newcomer,9175,6680219,260,1167382361,195547
Matsumoto,3188773,Germanien,1052,874935,76,1166455208,249945
kleine Maus 1,7824798,Weißer Löwe,2088,434238,28,1165474285,194986
ChiliGartenFreak,852753653,Yggdrasil,10153,6388240,961,1165136311,357785
Einfach Toobi,9799044,,,0,0,1162984094,379614
FionaFionaFiona,850874088,Astra 💫 Australis,20187,11777148,1052,1162825542,469364
Phil 10,9387484,Nebenwelten,3983,2561067,107,1161743605,246615
Saerdna Eklov,849677034,⚜️The Fearlesses⚜️,16511,0,0,1161675017,237464
Bastotelli,2880393,Schwarze Engel🕊,4132,0,0,1161417691,88835
Marnie291,4379719,Die Flitzpiepen 🦄,20795,1663425,181,1160596372,237333
Repto1,850571211,Die Flitzpiepen 🦄,20795,5788976,932,1160186430,579305
Principessa Anne,849996815,D. Unerschrockenenᵁᴬ,13198,2597890,279,1158868032,202573
Holgerix,10395716,Easy Rider,16290,3461667,310,1157408946,218522
Kassandra 2514 die Weiße,5183090,🌍Weltkontor🌎,5204,4474198,410,1156256659,288714
Zelda4,850810201,Die GEXperten,4314,3714163,476,1155393622,317406
northern pike,4042111,Goats of Sparta,10522,3021542,317,1154726507,209634
gotvater,9501175,Weisse Rose,6843,3193540,459,1151205597,677258
flrn,2747429,Armed Apes,1671,0,0,1150478708,385883
Avitus 225 der Gnädige,4745320,Zeitwanderer,193,1698564,184,1149945271,206552
Johann der Fürchterliche,9785014,🌟Gilead🌟,3165,2129883,118,1147342083,215534
GSerik,9347200,FunFighters,3537,1406729,126,1147010144,374391
HiddenCompletion14,849461732,Die Arbeiter,635,327250,98,1146841743,310941
Wolber,9512463,Legati Minervae,13956,0,0,1146661618,225778
saki3220,6586661,🇺🇦 Nemesis 🇺🇦,3701,487823,1,1144751449,182613
Caedmon,850870657,Hunters im Urlaub,25497,0,0,1142321204,397175
GreatCatherin,9936983,KEIN STRESS 🏖,14466,4457471,617,1142044616,312758
Phorester,5548069,Freigeist,22,7869914,368,1142040040,282278
CCJ39,3516580,,,0,0,1141971394,310578
Der Spender,3098725,ρℓαуιηg αηgєℓѕ,92,0,0,1141777745,264171
Odin 1054,849292798,AUSBEUTER,2772,7287710,723,1141740375,180890
*Schnappi*,3981515,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,13800,0,1141393303,139891
Espen vom hohen Berg,9213246,,,0,0,1140418760,201631
lebendelegende,8561129,,,0,0,1140343113,364496
Schaithan,4302577,Woodys Bierstube,14569,0,0,1139554783,345762
Miraculix5,4366688,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,525447,33,1138882053,243126
Adrianus 423 der Kecke,5463497,,,0,0,1135336024,338081
Alarich6,4727663,Dragonis,4798,528772,39,1134555288,209656
Queen Bibbi,7950645,Toy of Kick,24716,0,0,1134402867,243835
Eric 666,4514235,,,0,0,1132329293,241808
Old Blu,3227405,⚫️ Black Pearl ⚫️,21695,4093657,124,1129765266,185807
Phil der Lipp,850627573,Taj 🕌 Mahal,16562,6709186,769,1127995936,228453
Retona,3403514,Arrowhead,2140,841608,67,1127306968,174509
Mieze008,5971307,🇺🇦 Friedliche Händ,862,4502068,499,1125800724,184477
Elisabethh,849177735,Only Ronin`s,17616,378975,72,1124367480,341668
Pfuisi 85,5953300,🤘🍻Biergarten🍻🤘,19939,0,0,1123447781,155269
kiss.of.death,4038167,,,0,0,1121748601,311368
chrysiss,849901133,Die kleinen Strolche,7563,6908207,319,1119158845,233838
Spankknight,3229716,Astra 💫 Australis,20187,1487627,138,1118365987,186033
Döner Tier,849365493,Musketierchen 4.0,17389,7446412,718,1117233208,227907
King Ralph II,10225847,,,0,0,1114944275,255337
-Zeus-,851045433,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,2343173,167,1114737304,377649
BogiOgi,8745134,Ogismen,12574,1811843,41,1114148455,119827
Schlumpfi007,852040766,Rising Crown,3780,4947704,114,1113781146,206899
Zeszoma,4092861,Only Ronin`s,17616,2945788,177,1113163765,121189
Luciferoge666,5926607,Sachsen Fighters🇺🇦,2198,3062285,248,1112506329,126166
kuno der listige,3005518,Das schwarze Auge,124,7176067,514,1111998495,234399
TitanMagix,6898007,(Sch)Lummerland,24574,548680,67,1111345013,177560
SirLino,2593545,Armed Apes,1671,183720,0,1111089316,253650
robinchen okins sohn1,3492037,Klein aber fein 😇,22685,0,0,1111079844,239539
Gundrakh,3612017,Helden der Birne,5088,69635,25,1110925787,159099
Ossi am Schloß,6411034,Harleywood,20869,822077,9,1110268800,217968
Bright Insanity,9577307,,,0,0,1109379637,269986
*Cerberus*,851212497,Force of Nature,21629,583665,111,1108874898,402140
Gurkengandalf,9501577,🧊Ice Gilde🧊,6289,1340410,164,1108855555,261597
Floyd12,849739275,,,0,0,1107083386,281439
Valusi,8971951,Helden der Birne,5088,3901363,295,1106536469,326085
Charles 44 der Fuchs,2275532,Wenig Zeit,22713,0,0,1106138455,305604
Claudia 1438 die Löwin,10434488,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,11109675,389,1104627221,199828
Frank von Ndk,5038898,Forge Reflektion,24303,0,0,1101594693,203262
Ralfi the Bruce,9652424,b.s.v.,25771,3680078,276,1100591006,242751
Rheumakarl2,10193531,MV Fire,15329,7262964,448,1097951676,217695
Gustava,3971151,,,0,0,1097452436,381026
Jeanie152,4821220,Traction-unit leader,3980,2214427,9,1097250284,246958
Dilbert007,7288376,TnT007,9233,5176337,222,1097193840,133290
Holla the Woodsfairy,849248018,nur so,3050,0,0,1095237374,212344
Römse,7319497,,,0,0,1094610185,242365
Wicky-Jean,3509524,FGB🌹,21516,1932840,147,1093031477,153066
FürstFinsternis,8299741,,,0,0,1092797911,347671
Dubigo,850583846,Nordische Union,12521,6780615,712,1092609559,290865
WoDiMe,851550082,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,1609720,195,1092595651,384186
oYeSo,3598991,,,0,0,1092088750,287283
Gotrex,2318050,,,0,0,1091925842,301478
Speel der Eroberer,5183741,Ohne Verpflichtungen,14611,0,0,1091280984,231343
Zaha.,2658136,Rising Island 🏝,8070,0,0,1091276261,131276
raspinip,4635206,🏖ChillCity,16632,2129431,133,1087792213,128727
Knappi2,849798683,Tartarus,15107,0,0,1083991475,297707
Aoggi,6952226,D. Unerschrockenenᵁᴬ,13198,4866910,382,1083899566,280977
Nice Gardener,851636552,Helden der Birne,5088,781151,58,1082801285,283202
H U L K 92,3135491,,,0,0,1082595258,238505
Steini ohne Socke,10238104,MV Fire,15329,5453953,367,1082244855,218663
Re Min,852447974,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,6806555,501,1079440440,222768
